MeSHD017933	[[28671695, 'peripheral', 'nervous', 'systems'], [28695207, 'peripheral', 'nervous', 'system'], [28803873, 'peripheral', 'nervous', 'system'], [28881425, 'peripheral', 'nervous', 'system'], [28901508, 'peripheral', 'nervous', 'system'], [28984582, 'peripheral', 'nervous', 'systems'], [29119088, 'peripheral', 'nervous', 'system'], [29315582, 'peripheral', 'nervous', 'system'], [29346752, 'peripheral', 'nervous', 'system']]
MeSHQ000502	[[8971015, 'function'], [9281518, 'function'], [9444996, 'function'], [9525608, 'function']]
MeSHD011506	[[9864185, 'protein'], [9864185, 'proteins']]
MeSHD009186	[[29769557, 'myelin'], [29771329, 'myelin'], [29793971, 'myelin']]
MeSHC548028	[[10561690, 'inherited', 'peripheral', 'neuropathies'], [18227419, 'inherited', 'peripheral', 'neuropathy'], [18975529, 'inherited', 'peripheral', 'neuropathy'], [20976668, 'inherited', 'peripheral', 'neuropathies'], [23224996, 'inherited', 'peripheral', 'neuropathies'], [23965405, 'inherited', 'peripheral', 'neuropathy'], [25216747, 'inherited', 'peripheral', 'neuropathy'], [29276154, 'inherited', 'peripheral', 'neuropathies']]
MeSHD014070	[[29763355, 'tooth'], [29808602, 'teeth'], [9852234, 'tooth']]
MeSHD004247	[[3185713, 'dna'], [8682501, 'dna'], [9811782, 'dna'], [9852234, 'dna']]
MeSHD002875	[[9864379, 'chromosome']]
MeSHD006225	[[29959452, 'hand']]
MeSHQ000254	[[9811782, 'growth']]
MeSHD005347	[[29855340, 'fibroblasts']]
MeSHD013850	[[29747578, 'thoughts'], [29751789, 'thought'], [29754190, 'thought'], [29759656, 'thought'], [29761086, 'thought'], [29764197, 'thinking'], [29767252, 'thought'], [29770284, 'thought'], [29773755, 'thought'], [29777825, 'thought'], [29781880, 'thought'], [29787922, 'thought'], [29789370, 'thought'], [29791948, 'thought'], [29794738, 'thoughts'], [29795284, 'thought'], [29802201, 'thought'], [29805076, 'thought'], [29805777, 'thinking'], [29850764, 'thinking'], [29854358, 'thoughts'], [29872087, 'thought'], [29901101, 'thought']]
MeSHD010988	[[29866805, 'play'], [29872130, 'plays'], [29872536, 'play'], [29872940, 'play'], [29874812, 'plays'], [29878180, 'play'], [29897412, 'play'], [29902117, 'play'], [29912172, 'play'], [29921308, 'play'], [29961817, 'play'], [8143266, 'play']]
MeSHD049109	[[29849463, 'cell', 'proliferation'], [29852168, 'cell', 'proliferation'], [29855265, 'cell', 'proliferation'], [29912172, 'cell', 'proliferation'], [8847735, 'cell', 'proliferation']]
MeSHD045744	[[28539711, 'tumor', 'cell', 'lines'], [28693277, 'tumor', 'cell', 'lines'], [28819429, 'tumor', 'cell', 'lines'], [28830887, 'tumor', 'cell', 'lines'], [28880816, 'tumor', 'cell', 'lines'], [28966729, 'tumor', 'cell', 'lines'], [29029482, 'tumor', 'cell', 'lines'], [29059158, 'tumor', 'cell', 'lines'], [29130934, 'tumor', 'cell', 'lines'], [29146134, 'tumor', 'cell', 'lines'], [29237805, 'tumor', 'cell', 'lines'], [29454615, 'tumor', 'cell', 'lines'], [29589229, 'tumor', 'cell', 'line'], [29662615, 'tumor', 'cell', 'line'], [29791768, 'tumor', 'cell', 'lines']]
MeSHD020133	[[29768105, 'reverse', 'transcriptase', 'polymerase', 'chain', 'reaction']]
MeSHD016133	[[9864185, 'polymerase', 'chain', 'reaction']]
MeSHD015153	[[29855340, 'western', 'blotting']]
MeSHD018993	[[23811036, 'myelin', 'protein', 'zero'], [24760871, 'myelin', 'protein', 'zero'], [24849898, 'myelin', 'protein', 'zero'], [25520250, 'myelin', 'protein', 'zero'], [27067623, 'myelin', 'protein', 'zero']]
MeSHD000358	[[9811782, 'african', 'swine', 'fever', 'virus']]
MeSHD037181	[[29296975, 'c-type', 'lectin'], [29316944, 'c-type', 'lectin'], [29535708, 'c-type', 'lectin', 'receptor']]
MeSHD013552	[[9811782, 'swine']]
MeSHD008264	[[9811782, 'macrophages']]
MeSHD066298	[[9525608, 'in', 'vitro'], [9811782, 'in', 'vitro']]
MeSHD014780	[[9811782, 'virus']]
MeSHQ000472	[[9811782, 'virulence']]
MeSHD008295	[[9811782, 'malawi']]
MeSHD002448	[[29536528, 'cell', 'adhesion'], [29541007, 'cell', 'adhesion'], [29554099, 'cell', 'adhesion'], [29605917, 'cell', 'adhesion'], [29699560, 'cell', 'adhesion'], [29740477, 'cell', 'adhesion'], [29760699, 'cell', 'adhesion'], [29848382, 'cell', 'adhesion'], [29860458, 'cell', 'adhesion'], [9525608, 'cell', 'adhesion']]
MeSHD002450	[[29601931, 'cell', 'communication'], [29631889, 'cell', 'communication'], [29740327, 'cell', 'communication'], [29807527, 'cell', 'communication'], [29851284, 'cell', 'communication']]
MeSHD017421	[[9444996, 'sequence', 'analysis']]
MeSHD013987	[[29769885, 'tick'], [29769885, 'ticks'], [9281518, 'ticks'], [9444996, 'tick']]
MeSHD015152	[[29084536, 'northern', 'blotting'], [29350358, 'northern', 'blot']]
MeSHD012333	[[8847735, 'mrna']]
MeSHD014779	[[29725327, 'viral', 'replication'], [29739076, 'viral', 'replication'], [29751272, 'viral', 'replication'], [29761581, 'viral', 'replication'], [29874812, 'viral', 'replication']]
MeSHD018929	[[9444996, 'cell', 'cultures'], [9525608, 'cell', 'culture'], [9525608, 'cell', 'cultures']]
MeSHD010641	[[9864185, 'phenotype'], [9864185, 'phenotypes']]
MeSHD002898	[[29404144, 'chromosome', '8'], [29682206, 'chromosome', '8'], [29703142, 'chromosomes', '8'], [8143266, 'chromosome', '8']]
MeSHD059785	[[8143266, 'karyotype']]
MeSHD002125	[[29673055, 'cbg']]
MeSHD017404	[[28963574, 'fluorescent', 'in', 'situ', 'hybridization'], [28989588, 'fluorescent', 'in', 'situ', 'hybridization'], [29084138, 'fluorescent', 'in', 'situ', 'hybridization'], [29141250, 'fish', 'technique'], [29201526, 'fish', 'technique'], [29404144, 'fish', 'technique'], [29455205, 'fish', 'techniques'], [29468546, 'fish', 'technique'], [29471801, 'fluorescent', 'in', 'situ', 'hybridization'], [29482548, 'fluorescent', 'in', 'situ', 'hybridization'], [29503869, 'fluorescent', 'in', 'situ', 'hybridization'], [29540674, 'fluorescent', 'in', 'situ', 'hybridization'], [29543677, 'fluorescent', 'in', 'situ', 'hybridization'], [29793366, 'fluorescent', 'in', 'situ', 'hybridization'], [29794873, 'fluorescent', 'in', 'situ', 'hybridization'], [29870572, 'fluorescent', 'in', 'situ', 'hybridization']]
MeSHD002877	[[7829088, 'human', 'chromosome']]
MeSHD008967	[[29528559, 'molecular', 'biology'], [29543677, 'molecular', 'genetic'], [29593525, 'molecular', 'biology'], [29599822, 'molecular', 'genetic'], [29601123, 'molecular', 'biology'], [29601581, 'genetic', ',', 'molecular'], [29619041, 'molecular', 'genetic'], [29632866, 'molecular', 'biology'], [29670134, 'molecular', 'biology'], [29672642, 'molecular', 'genetic'], [29717040, 'molecular-genetic'], [29717601, 'molecular', 'biology'], [29726113, 'molecular', 'biology'], [29732924, 'molecular', 'genetic'], [29738114, 'genetic', ',', 'molecular'], [29753700, 'molecular', 'biology'], [29804664, 'genetic', ',', 'biochemical'], [29844954, 'molecular', 'biology'], [29846472, 'molecular', 'biology'], [29855265, 'molecular', 'genetic']]
MeSHD018895	[[29743854, 'microsatellites'], [29771192, 'microsatellite', 'markers'], [29779125, 'microsatellites'], [29800113, 'microsatellites'], [29800113, 'simple', 'sequence', 'repeats'], [29844954, 'simple', 'sequence', 'repeat'], [29870945, 'simple', 'sequence', 'repeat']]
MeSHD000339	[[29791710, 'affect'], [29792573, 'affects'], [29793971, 'affect'], [29795556, 'affects'], [29798731, 'affects'], [29798909, 'affect'], [29799177, 'affect'], [29799671, 'affect'], [29802856, 'mood'], [29804316, 'affect'], [29808602, 'affect'], [29808910, 'affect'], [29812963, 'affects'], [29843455, 'affects'], [29845293, 'affect'], [29850764, 'affect'], [29853293, 'affect'], [29855078, 'affect'], [29855265, 'affect'], [29856120, 'affects'], [29856240, 'affects'], [29856270, 'affects'], [29857001, 'affect'], [29857789, 'affect'], [29858692, 'affects'], [29860481, 'affect'], [29864723, 'affects'], [29864723, 'affect'], [29879104, 'affects'], [29902117, 'affect'], [29925657, 'affects'], [29959452, 'affects'], [8971015, 'affect'], [9444996, 'affect'], [9525608, 'affects'], [9597165, 'affect']]
MeSHD014771	[[29725333, 'virions'], [29739076, 'virions'], [29751638, 'viral', 'particles'], [29769350, 'virus', 'particles'], [29852217, 'viral', 'particles']]
MeSHD016678	[[29930403, 'genome'], [9444996, 'genome']]
MeSHD015003	[[29792161, 'yeast'], [29796948, 'yeast'], [29802123, 'yeast'], [29802216, 'yeast'], [29860272, 'yeast'], [29874812, 'yeast']]
MeSHD010085	[[28821788, 'oxidative', 'phosphorylation'], [28860341, 'oxidative', 'phosphorylation'], [28928277, 'oxidative', 'phosphorylation'], [28931599, 'oxidative', 'phosphorylation'], [28942965, 'oxidative', 'phosphorylation'], [28953908, 'oxidative', 'phosphorylation'], [29057925, 'oxidative', 'phosphorylation'], [29059204, 'oxidative', 'phosphorylation'], [29126745, 'oxidative', 'phosphorylation'], [29314548, 'oxidative', 'phosphorylation'], [29331171, 'oxidative', 'phosphorylation'], [29358341, 'oxidative', 'phosphorylation'], [29381136, 'oxidative', 'phosphorylation'], [29413492, 'oxidative', 'phosphorylation'], [29534029, 'oxidative', 'phosphorylation'], [29557265, 'oxidative', 'phosphorylation'], [29576219, 'oxidative', 'phosphorylation'], [29783990, 'oxidative', 'phosphorylation']]
MeSHD009711	[[29692895, 'nucleotide'], [29693634, 'nucleotide'], [29695621, 'nucleotide'], [29695775, 'nucleotide'], [29702124, 'nucleotide'], [29704323, 'nucleotide'], [29706454, 'nucleotide'], [29709602, 'nucleotide'], [29713081, 'nucleotide'], [29718097, 'nucleotides'], [29718972, 'nucleotide'], [29719633, 'nucleotides'], [29726922, 'nucleotide'], [29727627, 'nucleotide'], [29730772, 'nucleotide'], [29740420, 'nucleotide'], [29754237, 'nucleotide'], [29757237, 'nucleotides'], [29774640, 'nucleotide'], [29776336, 'nucleotide'], [29843138, 'nucleotides'], [29844106, 'nucleotide'], [29856883, 'nucleotide'], [29857119, 'nucleotide'], [29859051, 'nucleotides'], [29866805, 'nucleotide'], [29879923, 'nucleotide'], [29921228, 'nucleotides'], [29921308, 'nucleotides'], [29955818, 'nucleotides'], [29961817, 'nucleotides']]
MeSHD011817	[[29789544, 'rabbits'], [29789544, 'rabbit']]
MeSHD005982	[[29509672, 'glutathione', 's-transferase'], [29525441, 'glutathione', 's-transferase'], [29547731, 'glutathione', 'transferase'], [29634317, 'glutathione', 's-transferase'], [29662234, 'glutathione', 's-transferase'], [29701149, 'glutathione', 'transferase'], [29721793, 'glutathione-s-transferase'], [29844394, 'glutathione', 's-transferase'], [29874812, 'glutathione', 's-transferase']]
MeSHD004279	[[29674053, 'viral', 'dna'], [29739076, 'viral', 'dna']]
MeSHD014764	[[29869248, 'viral', 'protein']]
MeSHD017353	[[9811782, 'gene', 'deletion']]
MeSHD007239	[[9811782, 'infection']]
MeSHD009026	[[9811782, 'mortality']]
MeSHD000818	[[9525608, 'animals']]
MeSHD014171	[[29796566, 'transient'], [29800352, 'transient'], [29808081, 'transient'], [29856270, 'transient'], [29856452, 'transient'], [8971015, 'transient'], [9811782, 'transient']]
MeSHD005334	[[29879114, 'fever'], [8971015, 'fever'], [9444996, 'fever'], [9811782, 'fevers']]
MeSHD014766	[[9525608, 'viremia'], [9811782, 'viremia']]
MeSHD014612	[[29801750, 'vaccines'], [29805090, 'vaccines'], [29806537, 'vaccines'], [29806537, 'vaccine'], [29845526, 'vaccines'], [29849094, 'vaccine']]
MeSHD003160	[[29775548, 'comparative', 'studies'], [29776336, 'comparative', 'studies'], [29789763, 'comparative', 'study']]
MeSHD004777	[[29848473, 'environments'], [29849769, 'environment'], [29858692, 'environment'], [29872087, 'environment'], [29955582, 'environment']]
MeSHQ000706	[[29968278, 'use'], [29990624, 'use'], [8878704, 'use']]
MeSHD055028	[[29687370, 'comparative', 'genome', 'hybridization'], [29760780, 'comparative', 'genomic', 'hybridization']]
MeSHD001483	[[29722865, 'rna', 'sequences'], [29722865, 'rna', 'sequence'], [29730772, 'nucleotide', 'sequences'], [29730772, 'nucleotide', 'sequence'], [29743854, 'dna', 'sequences'], [29746580, 'dna', 'sequences'], [29748401, 'dna', 'sequences'], [29754237, 'nucleotide', 'sequence'], [29755805, 'nucleotide', 'sequences'], [29857952, 'nucleotide', 'sequences'], [29870572, 'dna', 'sequences'], [3185713, 'nucleotide', 'sequence'], [9281518, 'nucleotide', 'sequence']]
MeSHQ000175	[[29858590, 'screening'], [29860272, 'screening'], [29860395, 'findings'], [29861276, 'symptoms'], [29863661, 'screening'], [29864180, 'findings'], [29866183, 'symptoms'], [29866805, 'findings'], [29867361, 'findings'], [29872087, 'findings'], [29872536, 'findings'], [29872608, 'findings'], [29872694, 'symptoms'], [29874812, 'findings'], [29889308, 'screening'], [29912172, 'findings'], [7798242, 'findings'], [8486029, 'findings'], [8847735, 'findings'], [9811782, 'signs']]
MeSHD000483	[[29799806, 'allele'], [29799806, 'alleles'], [29805262, 'allele'], [29847587, 'alleles'], [29853601, 'alleles'], [29856883, 'alleles'], [29860282, 'allele'], [8878704, 'alleles'], [9864185, 'alleles']]
MeSHC061961	[[29869532, 'anti-d'], [9864185, 'anti-d']]
MeSHD007114	[[29631539, 'immunization'], [29724508, 'immunization'], [29869532, 'immunizations']]
MeSHD000371	[[28831211, 'agglutination'], [28925965, 'agglutination'], [28926139, 'agglutination'], [29141761, 'agglutination'], [29284419, 'agglutination'], [29293962, 'agglutination'], [29369723, 'agglutination'], [29482613, 'agglutination'], [29484668, 'agglutination'], [29580262, 'agglutination'], [29751532, 'agglutination'], [29879114, 'agglutination']]
MeSHD005434	[[29731890, 'flow', 'cytometry'], [29737325, 'flow', 'cytometry'], [29737401, 'flow', 'cytometry'], [29739718, 'flow', 'cytometry'], [29742496, 'flow', 'cytometry'], [29757934, 'flow', 'cytometry'], [29760567, 'flow', 'cytometry'], [29778504, 'flow', 'cytometry'], [29790111, 'flow-cytometry'], [29793538, 'flow', 'cytometry'], [29797682, 'fluorescence-activated', 'cell', 'sorting'], [29802294, 'flow', 'cytometry']]
MeSHD000939	[[29790113, 'epitopes'], [29853601, 'epitope']]
MeSHD000941	[[29872440, 'antigens'], [9864185, 'antigen'], [9864185, 'antigens']]
MeSHD020481	[[29846617, 'index'], [29848470, 'index'], [29866107, 'indexes'], [29866183, 'index'], [29867044, 'index']]
